defect,factor,layer,role,role_note,subsystem,owner,final_status,actionable,confidence,cross_check,owner_verdict,owner_verdict_raw,jun_verdict,jun_verdict_raw,delta_pure,delta_broad,p_fdr_pure,n_methods,delta_original,delta_r1,reproducibility,temporal_status,domain_status,domain_mechanism,owner_note,caution,source_file
Particle,Surface_Roughness,Response,감시지표(결과공변·사후),"daeho 검증1: 선행신호 잔존율 7.5% — 불량 발생 후 거칠기가 올라가는 결과 공변. 원인 아님, 탐지지표로만 사용.",response,daeho,confirmed_monitor,False,중간(Jun 대조본과 불일치 — rel_03 참조),등급차,confirmed,confirmed,monitor_confirmed,monitor_only,0.6180465306202534,0.5513476751852491,0.0,2.0,0.6103,0.4896,reproduced,선행신호 소멸(결과공변 의심),defect_related,결과 공변 — particle이 표면에 남아 거칠기 상승. 원인 아니라 증상,"검증1: 결과 공변 확정 — 선행신호 잔존율 7.5%. 원인 아님, 탐지지표로만",,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Focus,FDC,원인(조치가능),,fdc_thermal,daeho,candidate,False,-,담당자_단독,candidate,candidate_weak_signal,(대조본 없음),,-0.0742040680735774,0.1115676611134071,2.816719039185256e-39,1.0,0.0044,0.1019,,,defect_related,빔 품질/집속 — 빔 이상 시 비정상 어블레이션(스패터) 증가 가능성,,멘토 제외 지시 컬럼 — 이 인자가 포함된 분석은 해당 컬럼을 빼고 재실행 필요,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Kerf_Width_Profile,Response,감시지표(관찰만),,response,daeho,candidate,False,-,등급차,candidate,candidate_weak_signal,insufficient,insufficient_evidence,-0.0692496877501032,0.1230558098072456,1.852908312072864e-34,1.0,0.014,0.1332,not_reproduced,판단보류,defect_related,가공 제거량 — 더 넓게 깎을수록 디브리 발생량 증가,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Top_Kerf,Response,감시지표(관찰만),,response,daeho,candidate,False,-,등급차,candidate,candidate_weak_signal,needs_domain_review,candidate_needs_domain_review,-0.0624392531541221,0.1276587209809925,1.730117038966758e-28,1.0,0.0207,0.1368,not_reproduced,판단보류,defect_related,가공 제거량 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Bottom_Kerf,Response,감시지표(관찰만),,response,daeho,candidate,False,-,등급차,candidate,candidate_weak_signal,insufficient,insufficient_evidence,-0.0589605476445626,0.130317046380382,1.2893931401512304e-25,1.0,0.0244,0.1389,not_reproduced,판단보류,defect_related,가공 제거량 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Cleaning_Load_Ratio,Response,감시지표(관찰만),,engineered,daeho,candidate,False,-,등급차,candidate,candidate_weak_signal,rejected,rejected,0.0359288526005445,0.0683625497600104,2.784948171535941e-10,1.0,0.0326,0.0951,not_reproduced,미검사,defect_related,팀 공용 피처 — 수요/능력 밸런스(승준님 핵심 가설),검증3·4: 기각 — 비율 정의 4종 전부 무신호(최대 |delta| 0.012),,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,CLN_Pressure,FDC,원인(조치가능),,fdc_cleaning,daeho,candidate,False,-,등급차,candidate,candidate_weak_signal,rejected,rejected,0.0131042493751023,-0.0632902858112648,0.0347619492316398,1.0,-0.0901,-0.0478,direction_only,판단보류,defect_related,세정 능력 — 위와 동일,"검증4: 기각 — particle 단독군 delta -0.002, REM_COAT 전용(-0.536)",,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,CLN_Flow,FDC,원인(조치가능),,fdc_cleaning,daeho,candidate,False,-,등급차,candidate,candidate_weak_signal,rejected,rejected,-0.0075741767177313,-0.1459601602628704,0.2757495977310424,1.0,-0.0304,-0.2061,direction_only,판단보류,defect_related,세정 능력 — 세정 부족 시 디브리 잔류 (Particle의 1차 메커니즘),검증4: 기각 — particle 단독군 delta -0.005,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Cleaning_Capacity,FDC,원인(조치가능),,engineered,daeho,candidate,False,-,등급차,candidate,candidate_weak_signal,rejected,rejected,0.0071431386081042,-0.1433229189274265,0.2985229955902582,1.0,-0.0344,-0.1937,direction_only,판단보류,defect_related,팀 공용 피처 — 세정 능력(CLN_Flow x CLN_Pressure x CLN_Time),검증4: 기각 — particle 단독군 delta -0.004,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Laser_Power,FDC,원인(조치가능),,fdc_laser,daeho,needs_domain_review,False,-,등급차,insufficient,insufficient_evidence,needs_domain_review,candidate_needs_domain_review,0.0770298763466539,-0.1122545042018905,4.231535234463828e-42,0.0,-0.0046,-0.1279,not_reproduced,판단보류,defect_related,에너지 투입 — 에너지↑ → 제거 재질량↑ → 디브리 소스,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Coating_Flow,FDC,원인(조치가능),,fdc_cleaning,daeho,needs_domain_review,False,-,등급차,insufficient,insufficient_evidence,needs_domain_review,candidate_needs_domain_review,0.0093053163946137,0.0031024636373251,0.1602189817885126,0.0,0.0043,0.0027,direction_only,판단보류,defect_related,코팅 이슈 — 코팅 불균일 → 박리가 particle 소스 가능성(약한 가설),,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,CLN_Time,FDC,원인(조치가능),,fdc_cleaning,daeho,needs_domain_review,False,-,등급차,insufficient,insufficient_evidence,needs_domain_review,candidate_needs_domain_review,0.0047302548243488,0.0043198637449755,0.4918486063289655,0.0,-0.0015,0.0085,not_reproduced,판단보류,defect_related,세정 능력 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Power_Efficiency,FDC,원인(조치가능),,fdc_laser,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0769712011836454,-0.1207028400064127,4.231535234463828e-42,0.0,-0.0156,-0.1298,not_reproduced,판단보류,defect_related,에너지 변환 이상 — 효율 이상 시 비정상 어블레이션 가능성,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Laser_Cleaning_Demand,Response,감시지표(관찰만),,engineered,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0739887927323623,-0.1143308685193421,3.9202075069469266e-39,0.0,-0.0083,-0.1291,not_reproduced,판단보류,defect_related,팀 공용 피처 — 디브리 발생 수요(Laser_Power x Groove_Depth),,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Groove_Depth,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0677428649778288,-0.110639260266067,4.492601746313087e-33,0.0,-0.0072,-0.1271,not_reproduced,미검사,defect_related,가공 제거량 — 더 깊게 깎을수록 디브리 발생량 증가,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Laser_Centering_Position,FDC,원인(조치가능),,fdc_laser,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0666798463102547,0.1006878254380037,3.983252588552587e-32,0.0,0.0041,0.1199,not_reproduced,판단보류,not_related_to_defect,"정렬/센터링 계열(E유형) — Chipping 메커니즘, 디브리 발생과 무관",,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Cutting_Offset,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,담당자_단독,insufficient,insufficient_evidence,(대조본 없음),,-0.0656356993788194,0.1003017401510093,3.314888944204708e-31,0.0,0.0032,0.12,,,not_related_to_defect,정렬/센터링 계열(E유형) — 디브리 발생과 무관,,멘토 제외 지시 컬럼 — 이 인자가 포함된 분석은 해당 컬럼을 빼고 재실행 필요,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Kerf_Angle,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0651335123797763,0.1029421057985331,8.675908781807415e-31,1.0,-0.0053,0.0967,direction_only,미검사,not_related_to_defect,정렬/센터링 계열(E유형) — 디브리 발생과 무관,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Head_Temp,FDC,원인(조치가능),,fdc_thermal,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0638979393240717,0.1134572194926648,1.0366653246867652e-29,1.0,0.0111,0.1013,not_reproduced,판단보류,not_related_to_defect,"방열 계열 — 열 축적 메커니즘 전용, Particle은 물질(디브리) 문제",,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Package_Size_1,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0634896934790569,-0.1019509051519916,2.2113612572844574e-29,0.0,-0.0079,-0.1203,not_reproduced,미검사,not_related_to_defect,정렬/센터링 계열(E유형) — 디브리 발생과 무관,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Package_Size_4,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0622245248197516,0.1052611657981814,2.485520050261035e-28,1.0,0.0139,0.1217,not_reproduced,미검사,not_related_to_defect,정렬/센터링 계열(E유형) — 디브리 발생과 무관,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Package_Size_3,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0617295788589987,0.0901877777021982,6.262390839487154e-28,0.0,-0.0009,0.1095,direction_only,미검사,not_related_to_defect,정렬/센터링 계열(E유형) — 디브리 발생과 무관,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Package_Size_2,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0553360164904155,-0.0928524151183458,9.747532224523464e-23,0.0,0.0016,-0.1146,not_reproduced,판단보류,not_related_to_defect,정렬/센터링 계열(E유형) — 디브리 발생과 무관,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Cooling_Flow,FDC,원인(조치가능),,fdc_thermal,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0317633312079568,-0.063895412434786,2.6990125817209674e-08,0.0,-0.0184,-0.0498,not_reproduced,미검사,not_related_to_defect,방열 계열 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Cooling_Thermal_Load,FDC,원인(조치가능),,engineered,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0257092668078633,0.0359230353803112,8.158915115442912e-06,0.0,0.0036,0.0274,direction_only,미검사,not_related_to_defect,"팀 공용 피처, 방열 계열 — 위와 동일",,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Maintenance_Count,FDC,원인(조치가능),,engineered,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0105124577609383,-0.0119036725081943,0.1041078495662953,0.0,-0.0131,-0.01,direction_only,미검사,defect_related,정비 이력 프록시 — 김시우님 decision_note가 Goal2 확인 가치 명시,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Coating_Thickness,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0075112685849469,-0.0303980330184063,0.2757495977310424,1.0,-0.0432,-0.0241,direction_only,미검사,team_undetermined,"설계서 G유형(미해결형) — 측정 시점(가공전/후) 불확실, 팀 미확정",,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Feed_Speed,FDC,원인(조치가능),,fdc_motion,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0058616779644941,0.0011739248348545,0.4141870392085388,0.0,0.0087,-0.0039,not_reproduced,미검사,not_related_to_defect,체류시간 계열 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Laser_Current,FDC,원인(조치가능),,fdc_laser,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0057927837190706,-0.0014937425903335,0.4141870392085388,0.0,-0.0042,0.0004,direction_only,미검사,team_undetermined,"설계서 F유형(불확실형) — 전기적 제어수치, 실패모드 근거 부족(팀 미확정)",,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Coating_Uniformity,Response,감시지표(관찰만),,response,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0052077345656924,-0.0021119482595352,0.4689953148793207,0.0,0.0006,-0.0036,direction_only,판단보류,team_undetermined,"설계서 G유형(미해결형) — 측정 시점(가공전/후) 불확실, 팀 미확정",,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Alignment_Time,FDC,원인(조치가능),,fdc_motion,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0049857797360952,0.0061583313571149,0.4808399049774345,0.0,0.0151,0.0002,not_reproduced,미검사,not_related_to_defect,체류시간 계열 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Cooling_Water_Temp,FDC,원인(조치가능),,fdc_thermal,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0046492968730859,-0.0063389426334439,0.4918486063289655,0.0,-0.0088,-0.0054,not_reproduced,미검사,not_related_to_defect,방열 계열 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Cutting_Y_Index,FDC,원인(조치가능),,fdc_motion,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0034135478932246,-0.0022839449532319,0.6371849905335946,1.0,-0.0097,0.0011,not_reproduced,판단보류,not_related_to_defect,정렬/센터링 계열(E유형) — 디브리 발생과 무관,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Beam_Diameter,FDC,원인(조치가능),,fdc_laser,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0023373555556649,0.0037967137056329,0.7725545358601309,0.0,0.008,0.0015,not_reproduced,미검사,defect_related,빔 품질/집속 — 위와 동일 메커니즘,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Laser_Head_Remain_Time,FDC,원인(조치가능),,fdc_cleaning,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0019860350147131,-0.001189556873369,0.8027712406072804,0.0,-0.0103,0.0047,not_reproduced,미검사,defect_related,헤드 노후 — 빔 품질 저하 → 스패터 증가 가능성,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Laser_Voltage,FDC,원인(조치가능),,fdc_laser,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.001660826309928,-0.0047140635465414,0.8286321469059515,0.0,-0.0054,-0.0033,direction_only,판단보류,team_undetermined,"설계서 F유형(불확실형) — 전기적 제어수치, 실패모드 근거 부족(팀 미확정)",,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Frequency,FDC,원인(조치가능),,fdc_motion,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0014950349155125,0.0006140856741996,0.830752257895377,1.0,-0.0062,0.0054,not_reproduced,판단보류,not_related_to_defect,체류시간/열축적 계열 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Process_Time,FDC,원인(조치가능),,fdc_motion,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,0.0010018702454879,0.0004256312664894,0.8798179834632787,0.0,0.0065,-0.0029,not_reproduced,판단보류,not_related_to_defect,체류시간 계열 — 위와 동일,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Cutting_X_Index,FDC,원인(조치가능),,fdc_motion,daeho,insufficient,False,-,일치,insufficient,insufficient_evidence,insufficient,insufficient_evidence,-0.0004574370540176,-0.0077283014516225,0.9348094958325844,1.0,-0.0044,-0.0105,not_reproduced,판단보류,not_related_to_defect,정렬/센터링 계열(E유형) — 디브리 발생과 무관,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Particle,Package_Size_Asymmetry,Other,미분류,,engineered,daeho,insufficient,False,-,일치,insufficient,,insufficient,insufficient_evidence,,,,,,,direction_only,미검사,,,,,daeho 26.08.05_Goal2_PARTICLE_유효인자_분석_JHdaimma방법론_daeho/out/04_particle_influence_factors_final.csv
Remain_Coat,CLN_Pressure,FDC,원인(조치가능),,fdc_cleaning,전성재,confirmed_cause,True,중간(Jun 대조본과 불일치 — rel_03 참조),불일치,confirmed,전성재 16절: 원인(조치가능),candidate,Tier2c_방향일치_크기데이터셋의존,-0.2466,,3.6829999999999996e-139,4.0,-0.5287807080041609,-0.1361129750391121,direction_only,선행신호 소멸(결과공변 의심),defect_related,"세정 압력 — 그 스트립 세정 순간의 즉시적 압력 하락(전성재 검증9: 추세형 아님, 선행신호 소멸 4.1% but 동시점 신호는 5개 독립방법이 뒷받침). SOP는 추세감시가 아니라 스트립별 실시간 급락 알람으로 설계할 것",확정 유효인자(4·5·6·10·12번). 추세감시가 아니라 스트립별 실시간 급락 알람 대상,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,CLN_Flow,FDC,원인(조치가능·DP04 한정),,fdc_cleaning,전성재,candidate,False,-,등급차,candidate,전성재 16절: 원인(조치가능·DP04 한정),rejected,rejected,-0.5556,,0.0,4.0,-0.1215884788154415,-0.6935373957270512,direction_only,선행신호 유지,rejected_by_followup,전성재 검증6: Machine 통제 다변량(L1)에서 계수 0 — CLN_Pressure가 이미 설명하는 것 이상의 독자정보 없음,DP04에서만 원인(Goal1 매개분석). 전체 장비 공통 원인 아님,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Surface_Roughness,Response,감시지표(결과공변·사후),"daeho 검증1: 선행신호 잔존율 7.5% — 불량 발생 후 거칠기가 올라가는 결과 공변. 원인 아님, 탐지지표로만 사용.",response,전성재,needs_domain_review,False,-,일치,needs_domain_review,(16절 미지정),needs_domain_review,candidate_needs_domain_review,-0.1139,,6.126000000000001e-31,2.0,-0.1142309587480644,-0.1630810361180834,direction_only,선행신호 유지,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Coating_Uniformity,Response,감시지표(관찰만),,response,전성재,needs_domain_review,False,-,일치,needs_domain_review,(16절 미지정),needs_domain_review,candidate_needs_domain_review,-0.0238,,0.02326,2.0,-0.0428709460569245,-0.0160448751291064,direction_only,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Cutting_X_Index,FDC,원인(조치가능),,fdc_motion,전성재,needs_domain_review,False,-,일치,needs_domain_review,(16절 미지정),needs_domain_review,candidate_needs_domain_review,0.0122,,0.2564,2.0,0.0146602906939241,0.0107183808142099,direction_only,판단보류,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Cleaning_Load_Ratio,Response,감시지표(관찰만),,engineered,전성재,rejected,False,-,일치,rejected,(16절 미지정),rejected,rejected,0.566,,0.0,1.0,0.1914527993771164,0.6886208817671855,direction_only,선행신호 유지,rejected_by_followup,전성재 검증6: L1에서 계수 0,,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Cleaning_Capacity,FDC,원인(조치가능),,engineered,전성재,rejected,False,-,일치,rejected,(16절 미지정),rejected,rejected,-0.5384,,0.0,4.0,-0.1896318419171067,-0.6513368375354067,direction_only,선행신호 유지,rejected_by_followup,전성재 검증6: L1에서 계수 0,,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,CLN_Time,FDC,제외,,fdc_cleaning,전성재,rejected,False,-,일치,rejected,전성재 16절: 제외,rejected,rejected,0.0033,,0.7834,2.0,-0.0190778836605679,0.0129425879992413,not_reproduced,판단보류,rejected_by_followup,전성재 검증9: 동시점부터 무신호(p=0.60) — 원인 후보에서 완전 제외,9번에서 원인 후보 완전 제외,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Bottom_Kerf,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.2014,,2.943e-93,1.0,-0.013754120383168,-0.3496478949060707,direction_only,선행신호 유지,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Top_Kerf,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.1878,,2.853e-81,0.0,-0.011824395659861,-0.3353354299461103,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Laser_Power,FDC,원인(조치가능),,fdc_laser,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.1816,,3.3700000000000003e-76,1.0,0.0318430287602022,0.3069668272520272,direction_only,선행신호 유지,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Kerf_Width_Profile,Response,감시지표(관찰만),,response,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.1788,,6.354e-74,1.0,0.0049486564458769,-0.330674169164762,not_reproduced,선행신호 유지,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Laser_Cleaning_Demand,Response,감시지표(관찰만),,engineered,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.1741,,3.523e-70,0.0,0.031689449872172,0.2985082621130344,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Head_Temp,FDC,원인(조치가능),,fdc_thermal,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,-0.1699,,6.216e-67,0.0,-0.0164557939317215,-0.3202903078303694,direction_only,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Power_Efficiency,FDC,원인(조치가능),,fdc_laser,전성재,insufficient,False,-,일치,insufficient,(16절 미지정),insufficient,insufficient_evidence,0.1639,,1.981e-62,0.0,-0.0093239679679596,0.3102213555612374,not_reproduced,미검사,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
Remain_Coat,Coating_Thickness,Response,분류보류,,response,전성재,insufficient,False,-,등급차,insufficient,전성재 16절: 분류보류,rejected,rejected,-0.1464,,4.3830000000000005e-50,2.0,-0.3127562417106115,-0.0824989584657412,direction_only,판단보류,rejected_by_followup,전성재 검증: 세정 후 측정이면 잔류 코팅량과 동어반복(데이터 누수 위험) — 측정시점 확인 전까지 제외. 선행신호도 소멸(0.7%)로 결과공변 해석과 일치,측정 시점(가공 전/후) 미확인 — 현업 확인 전까지 어느 분류에도 넣지 말 것,,Jun 26.08.01_2229_Goal2_통합_전체방법론_4개defect/07_remain_coat + 전성재 REM_COAT_유효인자_정리.md 16절
